Country,Rank,Index,Name Group,Localized Name,Romanized Name,Count,Percent
NP,14,14,NP-14,सिंह,Singh,,
NP,15,15,NP-15,विश्वकर्मा,Bishwakarma,,
NP,16,16,NP-16,महर्जन,Maharjan,,
NP,17,17,NP-17,नेपाली,Nepali ,,
NP,18,18,NP-18,परियार,Pariyar,,
NP,19,19,NP-19,पोखरेल,Pokharel,,
NP,19,19,NP-19,,Pokhrel ,,
NP,20,20,NP-20,थारु,Tharu,,
PH,1,1,PH-1,,dela Cruz,625640,
PH,2,2,PH-2,,Garcia,441075,
PH,3,3,PH-3,,Reyes,412750,
PH,4,4,PH-4,,Ramos,375999,
PH,5,5,PH-5,,Mendoza,372042,
PH,6,6,PH-6,,Santos,342746,
PH,7,7,PH-7,,Flores,312187,
PH,8,8,PH-8,,Gonzales,293787,
PH,9,9,PH-9,,Bautista,287625,
PH,10,10,PH-10,,Villanueva,277730,
PH,11,11,PH-11,,Fernandez,269820,
PH,12,12,PH-12,,Cruz,262822,
PH,13,13,PH-13,,de Guzman,249319,
PH,14,14,PH-14,,Lopez,230958,
PH,15,15,PH-15,,Perez,220113,
PH,16,16,PH-16,,Castillo,211405,
PH,17,17,PH-17,,Francisco,207840,
PH,18,18,PH-18,,Rivera,184543,
PH,19,19,PH-19,,Aquino,183088,
PH,20,20,PH-20,,Castro,173686,
PH,21,21,PH-21,,Sanchez,162886,
PH,22,22,PH-22,,Torres,162353,
PH,23,23,PH-23,,de Leon,156637,
PH,24,24,PH-24,,Domingo,147652,
PH,25,25,PH-25,,Martinez,143359,
PH,26,26,PH-26,,Rodriguez,143072,
PH,27,27,PH-27,,Santiago,140475,
PH,28,28,PH-28,,Soriano,140203,
PH,29,29,PH-29,,delos Santos,139229,
PH,30,30,PH-30,,Diaz,136449,
PH,31,31,PH-31,,Hernandez,135744,
PH,32,32,PH-32,,Tolentino,133010,
PH,33,33,PH-33,,Valdez,132416,
PH,34,34,PH-34,,Ramirez,131829,
PH,35,35,PH-35,,Morales,129957,
PH,36,36,PH-36,,Mercado,125314,
PH,37,37,PH-37,,Tan,123290,
PH,38,38,PH-38,,Aguilar,121635,
PH,39,39,PH-39,,Navarro,113992,
PH,40,40,PH-40,,Manalo,111336,
PH,41,41,PH-41,,Gomez,108844,
PH,42,42,PH-42,,Dizon,106507,
PH,43,43,PH-43,,del Rosario,105210,
PH,44,44,PH-44,,Javier,104515,
PH,45,45,PH-45,,Corpuz,104026,
PH,46,46,PH-46,,Gutierrez,103352,
PH,47,47,PH-47,,Salvador,103117,
PH,48,48,PH-48,,Velasco,101375,
PH,49,49,PH-49,,Miranda,101258,
PH,50,50,PH-50,,David,100641,
RU,1,1,RU-1,Смирно́в,Smirnov,2308740,0.0161
RU,2,2,RU-2,Ивано́в,Ivanov,1864200,0.0130
RU,3,3,RU-3,Кузнецо́в,Kuznetsov,1290600,0.0090
RU,4,4,RU-4,Попо́в,Popov,1132860,0.0079
RU,5,5,RU-5,Соколо́в,Sokolov,1046820,0.0073
RU,6,6,RU-6,Ле́бедев,Lebedev,932100,0.0065
RU,7,7,RU-7,Козло́в,Kozlov,831720,0.0058
RU,8,8,RU-8,Но́виков,Novikov,774360,0.0054
RU,9,9,RU-9,Моро́зов,Morozov,760020,0.0053
RU,10,10,RU-10,Петро́в,Petrov,630960,0.0044
RU,11,11,RU-11,Во́лков,Volkov,630960,0.0044
RU,12,12,RU-12,Соловьёв,Solovyov,630960,0.0044
RU,13,13,RU-13,Васи́льев,Vasilyev,602280,0.0042
RU,14,14,RU-14,За́йцев,Zaytsev,587940,0.0041
RU,15,15,RU-15,Па́влов,Pavlov,559260,0.0039
RU,16,16,RU-16,Семёнов,Semyonov,501900,0.0035
RU,17,17,RU-17,Го́лубев,Golubev,458880,0.0032
RU,18,18,RU-18,Виногра́дов,Vinogradov,458880,0.0032
RU,19,19,RU-19,Богда́нов,Bogdanov,444540,0.0031
RU,20,20,RU-20,Воробьёв,Vorobyov,430200,0.0030
LK,1,1,LK-1,Perera,Perera,862080,
LK,2,2,LK-2,Fernando,Fernando,520965,
LK,3,3,LK-3,de Silva,de Silva,299772,
LK,4,4,LK-4,Bandara,Bandara,227388,
LK,5,5,LK-5,Kumara,Kumara,201695,
LK,6,6,LK-6,Dissanayake,Dissanayake,172612,
LK,7,7,LK-7,Mohamed,Mohamed,154874,
LK,8,8,LK-8,Gamage,Gamage,149527,
LK,9,9,LK-9,Liyanage,Liyanage,143854,
LK,10,10,LK-10,Jayasinghe,Jayasinghe,142224,
LK,11,11,LK-11,Ranasinghe,Ranasinghe,139680,
LK,12,12,LK-12,Herath,Herath,123182,
LK,13,13,LK-13,Weerasinghe,Weerasinghe,122008,
LK,14,14,LK-14,Peiris,Peiris,115944,
LK,15,15,LK-15,Rathnayake,Rathnayake,102902,
LK,16,16,LK-16,Wickramasinghe,Wickramasinghe,96968,
LK,17,17,LK-17,Wijesinghe,Wijesinghe,94816,
LK,18,18,LK-18,Hettiarachchi,Hettiarachchi,87512,
LK,19,19,LK-19,Nanayakkara,Nanayakkara,78057,
LK,20,20,LK-20,Ahamed,Ahamed,74601,
LK,21,21,LK-21,Rajapaksha,Rajapaksha,71144,
LK,22,22,LK-22,Mendis,Mendis,70623,
LK,23,23,LK-23,Pathirana,Pathirana,70297,
LK,24,24,LK-24,Ekanayake,Ekanayake,69840,
LK,25,25,LK-25,Gunasekara,Gunasekara,69384,
LK,26,26,LK-26,Dias,Dias,67623,
LK,27,27,LK-27,Sampath,Sampath,67232,
LK,28,28,LK-28,Amarasinghe,Amarasinghe,64949,
LK,29,29,LK-29,Ratnayake,Ratnayake,59863,
LK,30,30,LK-30,Chathuranga,Chathuranga,58754,
LK,31,31,LK-31,Senanayake,Senanayake,55037,
LK,32,32,LK-32,Samarasinghe,Samarasinghe,54320,
LK,33,33,LK-33,Lakmal,Lakmal,53733,
LK,34,34,LK-34,Munasinghe,Munasinghe,52755,
LK,35,35,LK-35,Rodrigo,Rodrigo,51777,
LK,36,36,LK-36,Seneviratne,Seneviratne,51581,
LK,37,37,LK-37,Rathnayaka,Rathnayaka,49886,
LK,38,38,LK-38,Edirisinghe,Edirisinghe,48516,
LK,39,39,LK-39,Jayawardena,Jayawardena,48386,
LK,40,40,LK-40,Fonseka,Fonseka,47995,
LK,41,41,LK-41,Sanjeewa,Sanjeewa,47147,
LK,42,42,LK-42,Gunawardana,Gunawardana,46625,
LK,43,43,LK-43,Gunawardena,Gunawardena,45386,
LK,44,44,LK-44,Karunaratne,Karunaratne,44930,
LK,45,45,LK-45,Jayaweera,Jayaweera,43495,
LK,46,46,LK-46,Jayasekara,Jayasekara,43365,
LK,47,47,LK-47,Ranaweera,Ranaweera,42387,
LK,48,48,LK-48,Jayawardana,Jayawardana,40822,
LK,49,49,LK-49,Jayasuriya,Jayasuriya,40561,
LK,50,50,LK-50,Madusanka,Madusanka,40300,
TR,1,1,TR-1,Yılmaz,Yılmaz,,
TR,2,2,TR-2,Kaya,Kaya,,
TR,3,3,TR-3,Demir,Demir,,
TR,4,4,TR-4,Şahin,Şahin,,
TR,5,5,TR-5,Çelik,Çelik,,
TR,6,6,TR-6,Yıldız,Yıldız,,
TR,7,7,TR-7,Yıldırım,Yıldırım,,
TR,8,8,TR-8,Öztürk,Öztürk,,
TR,9,9,TR-9,Aydın,Aydın,,
TR,10,10,TR-10,Özdemir,Özdemir,,
TR,11,11,TR-11,Arslan,Arslan,,
TR,12,12,TR-12,Doğan,Doğan,,
TR,13,13,TR-13,Kılıç,Kılıç,,
TR,14,14,TR-14,Aslan,Aslan,,
TR,15,15,TR-15,Çetin,Çetin,,
TR,16,16,TR-16,Kara,Kara,,
TR,17,17,TR-17,Koç,Koç,,
TR,18,18,TR-18,Kurt,Kurt,,
TR,19,19,TR-19,Özkan,Özkan,,
TR,20,20,TR-20,Şimşek,Şimşek,,
VN,1,1,VN-1,阮,Nguyễn,37038600,0.3800
VN,2,2,VN-2,陳,Trần,10721700,0.1100
VN,3,3,VN-3,黎,Lê,9259650,0.0950
VN,4,4,VN-4,范,Phạm,6920370,0.0710
VN,5,5,VN-5,黃,Huỳnh/Hoàng,4970970,0.0510
VN,6,6,VN-6,潘,Phan,4386150,0.0450
VN,7,7,VN-7,武,Vũ/Võ,3801330,0.0390
VN,8,8,VN-8,鄧,Đặng,2046870,0.0210
VN,9,9,VN-9,裴,Bùi,1949400,0.0200
VN,10,10,VN-10,杜,Đỗ,1364580,0.0140
VN,11,11,VN-11,胡,Hồ,1267110,0.0130
VN,12,12,VN-12,吳,Ngô,1267110,0.0130
VN,13,13,VN-13,楊,Dương,974700,0.0100
VN,14,14,VN-14,李,Lý,487350,0.0050
VN,15,15,VN-15,費,Phí,,
VN,16,16,VN-16,陶,Đào,,
VN,17,17,VN-17,段,Đoàn,,
VN,18,18,VN-18,王,Vương,,
VN,19,19,VN-19,鄭,Trịnh,,
VN,20,20,VN-20,張,Trương,,
VN,21,21,VN-21,林,Lâm,,
VN,22,22,VN-22,馮,Phùng,,
VN,23,23,VN-23,梅,Mai,,
VN,24,24,VN-24,蘇,Tô,,
VN,25,25,VN-25,何,Hà,,
VN,26,26,VN-26,謝,Tạ,,
VN,27,27,VN-27,申,Thân,,
VN,28,28,VN-28,卓,Trác,,
VN,29,29,VN-29,宋,Tống,,
VN,30,30,VN-30,華,Hoa,,
VN,31,31,VN-31,曲,Khúc,,
VN,32,32,VN-32,徐,Từ,,
VN,33,33,VN-33,常,Thường,,
VN,34,34,VN-34,蕭,Tiêu,,
VN,35,35,VN-35,午,Ngọ,,
VN,36,36,VN-36,金,Kim,,
VN,37,37,VN-37,郭,Quách,,
VN,38,38,VN-38,譚,Đàm,,
VN,39,39,VN-39,趙,Triệu,,
VN,40,40,VN-40,莫,Mạc,,
VN,41,41,VN-41,蔡,Thái,,
VN,42,42,VN-42,劉,Lưu,,
VN,43,43,VN-43,石,Thạch,,
VN,44,44,VN-44,梁,Lương,,
TW,1,1,TW-1,陳,Chén,2625698,0.1114
TW,1,1,TW-1,陈,Ch'en,2625698,0.1114
TW,1,1,TW-1,,Can,2625698,0.1114
TW,1,1,TW-1,,Chan,2625698,0.1114
TW,1,1,TW-1,,Chun,2625698,0.1114
TW,1,1,TW-1,,Tân,2625698,0.1114
TW,1,1,TW-1,,Ting,2625698,0.1114
TW,2,2,TW-2,林,Lín,1958667,0.0831
TW,2,2,TW-2,,Lin,1958667,0.0831
TW,2,2,TW-2,,Lam,1958667,0.0831
TW,2,2,TW-2,,Lum,1958667,0.0831
TW,2,2,TW-2,,Lîm,1958667,0.0831
TW,2,2,TW-2,,Lim,1958667,0.0831
TW,2,2,TW-2,,Liem,1958667,0.0831
TW,3,3,TW-3,黃,Huáng,1425985,0.0605
TW,3,3,TW-3,黄,Huang,1425985,0.0605
TW,3,3,TW-3,,Wong,1425985,0.0605
TW,3,3,TW-3,,Wang,1425985,0.0605
TW,3,3,TW-3,,Vang,1425985,0.0605
TW,3,3,TW-3,,Ng,1425985,0.0605
TW,3,3,TW-3,,Eng,1425985,0.0605
TW,3,3,TW-3,,Ung,1425985,0.0605
TW,4,4,TW-4,張,Zhāng,1242139,0.0527
TW,4,4,TW-4,张,Chang,1242139,0.0527
TW,4,4,TW-4,,Zoeng,1242139,0.0527
TW,4,4,TW-4,,Cheung,1242139,0.0527
TW,4,4,TW-4,,Chong,1242139,0.0527
TW,4,4,TW-4,,Cheong,1242139,0.0527
TW,4,4,TW-4,,Tiu,1242139,0.0527
TW,4,4,TW-4,,Teo,1242139,0.0527
TW,4,4,TW-4,,Teoh,1242139,0.0527
TW,4,4,TW-4,,Tiong,1242139,0.0527
TW,5,5,TW-5,李,Lǐ,1209141,0.0513
TW,5,5,TW-5,,Li,1209141,0.0513
TW,5,5,TW-5,,Lei,1209141,0.0513
TW,5,5,TW-5,,Lee,1209141,0.0513
TW,5,5,TW-5,,Li,1209141,0.0513
TW,5,5,TW-5,,Le,1209141,0.0513
TW,5,5,TW-5,,Lei,1209141,0.0513
TW,5,5,TW-5,,Lí,1209141,0.0513
TW,5,5,TW-5,,Lee,1209141,0.0513
TW,6,6,TW-6,王,Wáng,968727,0.0411
TW,6,6,TW-6,,Wang,968727,0.0411
TW,6,6,TW-6,,Vong,968727,0.0411
TW,6,6,TW-6,,Ông,968727,0.0411
TW,6,6,TW-6,,Heng,968727,0.0411
TW,7,7,TW-7,吳,Wú,952228,0.0404
TW,7,7,TW-7,吴,Wu,952228,0.0404
TW,7,7,TW-7,,Gô͘,952228,0.0404
TW,7,7,TW-7,,Ngô͘,952228,0.0404
TW,7,7,TW-7,,Goh,952228,0.0404
TW,7,7,TW-7,,Gouw,952228,0.0404
TW,7,7,TW-7,,Woo,952228,0.0404
TW,8,8,TW-8,劉,Liú,744812,0.0316
TW,8,8,TW-8,刘,Liu,744812,0.0316
TW,8,8,TW-8,,Lau,744812,0.0316
TW,8,8,TW-8,,Lao,744812,0.0316
TW,8,8,TW-8,,Lou,744812,0.0316
TW,8,8,TW-8,,Lâu,744812,0.0316
TW,8,8,TW-8,,Low,744812,0.0316
TW,9,9,TW-9,蔡,Cài,685887,0.0291
TW,9,9,TW-9,,Ts'ai,685887,0.0291
TW,9,9,TW-9,,Coi,685887,0.0291
TW,9,9,TW-9,,Choi,685887,0.0291
TW,9,9,TW-9,,Choy,685887,0.0291
TW,9,9,TW-9,,Tsoi,685887,0.0291
TW,9,9,TW-9,,Toy,685887,0.0291
TW,9,9,TW-9,,Chhoà,685887,0.0291
TW,9,9,TW-9,,Chua,685887,0.0291
TW,9,9,TW-9,,Choa,685887,0.0291
TW,9,9,TW-9,,Tsay,685887,0.0291
TW,9,9,TW-9,,Chai,685887,0.0291
TW,10,10,TW-10,楊,Yáng,626962,0.0266
TW,10,10,TW-10,杨,Yang,626962,0.0266
TW,10,10,TW-10,,Joeng,626962,0.0266
TW,10,10,TW-10,,Yeung,626962,0.0266
TW,10,10,TW-10,,Yeong,626962,0.0266
TW,10,10,TW-10,,Ieong,626962,0.0266
TW,10,10,TW-10,,Iû,626962,0.0266
TW,10,10,TW-10,,Eaw,626962,0.0266
TW,10,10,TW-10,,Young,626962,0.0266
AL,,1,AL-1,Hoxha,Hoxha,,
AL,,2,AL-2,Prifti,Prifti,,
AL,,3,AL-3,Shehu,Shehu,,
AL,,4,AL-4,Dervishi,Dervishi,,
AL,,5,AL-5,Bektashi,Bektashi,,
AL,,6,AL-6,Begu,Begu,,
AL,,7,AL-7,Gjoni,Gjoni,,
AL,,8,AL-8,Leka,Leka,,
AL,,9,AL-9,Gjoni,Gjoni,,
AL,,10,AL-10,Murati,Murati,,
AL,,11,AL-11,Mehmeti,Mehmeti,,
AL,,12,AL-12,Hysi,Hysi,,
AL,,13,AL-13,Gjika,Gjika,,
AL,,14,AL-14,Marku,Marku,,
AL,,15,AL-15,Kola,Kola,,
AL,,15,AL-15,Kolla,Kolla,,
AL,,15,AL-15,Nikolla,Nikolla,,
AL,,16,AL-16,Hasani,Hasani,,
AL,,17,AL-17,Kristi,Kristi,,
AL,,17,AL-17,Kristo,Kristo,,
AL,,18,AL-18,Luka,Luka,,
AL,,19,AL-19,Brahimi,Brahimi,,
AL,,20,AL-20,Sinani,Sinani,,
AL,,21,AL-21,Thanasi,Thanasi,,
AL,,22,AL-22,Halili,Halili,,
AL,,23,AL-23,Abazi,Abazi,,
AL,,24,AL-24,Dibra,Dibra,,
AL,,25,AL-25,Laçi,Laçi,,
AL,,26,AL-26,Shkodra,Shkodra,,
AL,,27,AL-27,Prishtina,Prishtina,,
AL,,28,AL-28,Delvina,Delvina,,
AL,,29,AL-29,Koroveshi,Koroveshi,,
AL,,30,AL-30,Përmeti,Përmeti,,
AL,,31,AL-31,Frashëri,Frashëri,,
AL,,32,AL-32,Gega,Gega,,
AL,,32,AL-32,Gegaj,Gegaj,,
AL,,33,AL-33,Toska,Toska,,
AL,,33,AL-33,Toskaj,Toskaj,,
AL,,34,AL-34,Çami,Çami,,
AL,,35,AL-35,Kelmendi,Kelmendi,,
AL,,36,AL-36,Shkreli,Shkreli,,
AL,,37,AL-37,Berisha,Berisha,,
AL,,38,AL-38,Krasniqi,Krasniqi,,
AL,,39,AL-39,Gashi,Gashi,,
AL,,40,AL-40,Kuqi,Kuqi,,
AL,,41,AL-41,Bardhi,Bardhi,,
AT,1,1,AT-1,Gruber,Gruber,35743,0.0040
AT,2,2,AT-2,Huber,Huber,34686,0.0039
AT,3,3,AT-3,Bauer,Bauer,30208,0.0034
AT,4,4,AT-4,Wagner,Wagner,27763,0.0031
AT,5,5,AT-5,Müller,Müller,26975,0.0030
AT,6,6,AT-6,Pichler,Pichler,24655,0.0028
AT,7,7,AT-7,Steiner,Steiner,24297,0.0027
AT,8,8,AT-8,Moser,Moser,23948,0.0027
AT,9,9,AT-9,Mayer,Mayer,23760,0.0027
AT,10,10,AT-10,Hofer,Hofer,22201,0.0025
AT,11,11,AT-11,Leitner,Leitner,21754,0.0024
AT,12,12,AT-12,Berger,Berger,21342,0.0024
AT,13,13,AT-13,Fuchs,Fuchs,20151,0.0023
AT,14,14,AT-14,Eder,Eder,19201,0.0021
AT,15,15,AT-15,Fischer,Fischer,19174,0.0021
AT,16,16,AT-16,Schmid,Schmid,18941,0.0021
AT,17,17,AT-17,Winkler,Winkler,18046,0.0020
AT,18,18,AT-18,Weber,Weber,17867,0.0020
AT,19,19,AT-19,Schwarz,Schwarz,17562,0.0020
AT,20,20,AT-20,Maier,Maier,17428,0.0019
AT,21,21,AT-21,Schneider,Schneider,17150,0.0019
AT,22,22,AT-22,Reiter,Reiter,16031,0.0018
AT,23,23,AT-23,Mayr,Mayr,15681,0.0018
AT,24,24,AT-24,Schmidt,Schmidt,15583,0.0017
AT,25,25,AT-25,Wimmer,Wimmer,14580,0.0016
AT,26,26,AT-26,Egger,Egger,14419,0.0016
AT,27,27,AT-27,Brunner,Brunner,14347,0.0016
AT,28,28,AT-28,Lang,Lang,14320,0.0016
AT,29,29,AT-29,Baumgartner,Baumgartner,14204,0.0016
AT,30,30,AT-30,Auer,Auer,13926,0.0016
AT,31,31,AT-31,Binder,Binder,13057,0.0015
AT,32,32,AT-32,Lechner,Lechner,12851,0.0014
AT,33,33,AT-33,Wolf,Wolf,12493,0.0014
AT,34,34,AT-34,Wallner,Wallner,12484,0.0014
AT,35,35,AT-35,Aigner,Aigner,12413,0.0014
AT,36,36,AT-36,Ebner,Ebner,12018,0.0013
AT,37,37,AT-37,Koller,Koller,11651,0.0013
AT,38,38,AT-38,Lehner,Lehner,11356,0.0013
AT,39,39,AT-39,Haas,Haas,11293,0.0013
AT,40,40,AT-40,Schuster,Schuster,10460,0.0012
AT,41,41,AT-41,Heilig,Heilig,10397,0.0012
BY,1,1,BY-1,Иванов,Ivanoŭ,7000,
BY,1,1,BY-1,Іваноў,,7000,
BY,2,2,BY-2,Козлов,Kazloŭ,4700,
BY,2,2,BY-2,Казлоў,,4700,
BY,3,3,BY-3,Ковалёв,Kavalioŭ,4300,
BY,3,3,BY-3,Кавалёў,,4300,
BY,4,4,BY-4,Козловский,Kazloŭski,3900,
BY,4,4,BY-4,Казлоўскі,,3900,
BY,5,5,BY-5,Новик,Novik,3300,
BY,5,5,BY-5,Новік,,3300,
BE,1,1,BE-1,Peeters,Peeters,31079,
BE,2,2,BE-2,Janssens,Janssens,28532,
BE,3,3,BE-3,Maes,Maes,24594,
BE,4,4,BE-4,Jacobs,Jacobs,19077,
BE,5,5,BE-5,Mertens,Mertens,17906,
BE,6,6,BE-6,Willems,Willems,17747,
BE,7,7,BE-7,Claes,Claes,15798,
BE,8,8,BE-8,Goossens,Goossens,15269,
BE,9,9,BE-9,Wouters,Wouters,14999,
BE,10,10,BE-10,De Smet,De Smet,13484,
BE,13,11,BE-11,Dubois,Dubois,12387,
BE,17,12,BE-12,Lambert,Lambert,11232,
BE,21,13,BE-13,Dupont,Dupont,9795,
BE,31,14,BE-14,Martin,Martin,8677,
BE,36,15,BE-15,Diallo,Diallo,8159,
BE,37,16,BE-16,Simon,Simon,7533,
BE,40,17,BE-17,Dumont,Dumont,7389,
BE,45,18,BE-18,Leclercq,Leclercq,7117,
BE,47,19,BE-19,Laurent,Laurent,6785,
BE,50,20,BE-20,Denis,Denis,6636,
BE,59,21,BE-21,Lejeune,Lejeune,6246,
BE,119,22,BE-22,Bah,Bah,4516,
BE,234,23,BE-23,Barry,Barry,3332,
BE,318,24,BE-24,Nguyen,Nguyen,2736,
BE,451,25,BE-25,Sow,Sow,2132,
BE,956,26,BE-26,Benali,Benali,1267,
BA,,1,BA-1,Hodžić,Hodžić,,
BA,,2,BA-2,Hadžić,Hadžić,,
BA,,3,BA-3,Čengić,Čengić,,
BA,,4,BA-4,Delić,Delić,,
BA,,5,BA-5,Demirović,Demirović,,
BA,,6,BA-6,Kovačević,Kovačević,,
BA,,7,BA-7,Tahirović,Tahirović,,
BA,,8,BA-8,Ferhatović,Ferhatović,,
BA,,9,BA-9,Muratović,Muratović,,
BA,,10,BA-10,Ibrahimović,Ibrahimović,,
BA,,11,BA-11,Hasanović,Hasanović,,
BA,,12,BA-12,Mehmedović,Mehmedović,,
BA,,13,BA-13,Salihović,Salihović,,
BA,,14,BA-14,Terzić,Terzić,,
BA,,15,BA-15,Ademović,Ademović,,
BA,,16,BA-16,Adilović,Adilović,,
BA,,17,BA-17,Delemović,Delemović,,
BA,,18,BA-18,Zukić,Zukić,,
BA,,19,BA-19,Krličević,Krličević,,
BA,,20,BA-20,Suljić,Suljić,,
BA,,21,BA-21,Ahmetović,Ahmetović,,
BA,,22,BA-22,Kovačević,Kovačević,,
BA,,23,BA-23,Subotić,Subotić,,
BA,,24,BA-24,Savić,Savić,,
BA,,25,BA-25,Popović,Popović,,
BA,,26,BA-26,Jovanović,Jovanović,,
BA,,27,BA-27,Petrović,Petrović,,
BA,,28,BA-28,Đurić,Đurić,,
BA,,29,BA-29,Babić,Babić,,
BA,,30,BA-30,Lukić,Lukić,,
BA,,31,BA-31,Knežević,Knežević,,
BA,,32,BA-32,Marković,Marković,,
BA,,33,BA-33,Ilić,Ilić,,
BA,,34,BA-34,Đukić,Đukić,,
BA,,35,BA-35,Vuković,Vuković,,
BA,,36,BA-36,Vujić,Vujić,,
BA,,37,BA-37,Simić,Simić,,
BA,,38,BA-38,Radić,Radić,,
BA,,39,BA-39,Nikolić,Nikolić,,
BA,,40,BA-40,Marić,Marić,,
BA,,41,BA-41,Mitrović,Mitrović,,
BA,,42,BA-42,Tomić,Tomić,,
BA,,43,BA-43,Božić,Božić,,
BA,,44,BA-44,Golubović,Golubović,,
BA,,45,BA-45,Mirković,Mirković,,
BG,1,1,BG-1,Иванов,Ivanov,277308,
BG,1,1,BG-1,Иванова,Ivanova,277308,
BG,2,2,BG-2,Георгиев,Georgiev,213511,
BG,2,2,BG-2,Георгиева,Georgieva,213511,
BG,3,3,BG-3,Димитров,Dimitrov,205774,
BG,3,3,BG-3,Димитрова,Dimitrova,205774,
BG,4,4,BG-4,Петров,Petrov,138886,
BG,4,4,BG-4,Петрова,Petrova,138886,
BG,5,5,BG-5,Николов,Nikolov,119528,
BG,5,5,BG-5,Николова,Nikolova,119528,
BG,6,6,BG-6,Христов,Hristov,110852,
BG,6,6,BG-6,Христова,Hristova,110852,
BG,7,7,BG-7,Стоянов,Stoyanov,109475,
BG,7,7,BG-7,Стоянова,Stoyanova,109475,
BG,8,8,BG-8,Тодоров,Todorov,106414,
BG,8,8,BG-8,Тодорова,Todorova,106414,
BG,9,9,BG-9,Илиев,Iliev,91075,
BG,9,9,BG-9,Илиева,Ilieva,91075,
BG,10,10,BG-10,Ангелов,Angelov,89614,
BG,10,10,BG-10,Ангелова,Angelova,89614,
HR,1,1,HR-1,Horvat,Horvat,21618,
HR,2,2,HR-2,Kovačević,Kovačević,15160,
HR,3,3,HR-3,Babić,Babić,12840,
HR,4,4,HR-4,Marić,Marić,11555,
HR,5,5,HR-5,Jurić,Jurić,11163,
HR,6,6,HR-6,Novak,Novak,10794,
HR,7,7,HR-7,Kovačić,Kovačić,10546,
HR,8,8,HR-8,Knežević,Knežević,10334,
HR,9,9,HR-9,Vuković,Vuković,10191,
HR,10,10,HR-10,Marković,Marković,9854,
HR,11,11,HR-11,Petrović,Petrović,9614,
HR,12,12,HR-12,Matić,Matić,9960,
HR,13,13,HR-13,Tomić,Tomić,9464,
HR,14,14,HR-14,Pavlović,Pavlović,8601,
HR,15,15,HR-15,Kovač,Kovač,8542,
HR,16,16,HR-16,Božić,Božić,8258,
HR,17,17,HR-17,Blažević,Blažević,8152,
HR,18,18,HR-18,Grgić,Grgić,8010,
HR,19,19,HR-19,Pavić,Pavić,7538,
HR,20,20,HR-20,Radić,Radić,7406,
HR,21,21,HR-21,Perić,Perić,7351,
HR,22,22,HR-22,Filipović,Filipović,7321,
HR,23,23,HR-23,Šarić,Šarić,7184,
HR,24,24,HR-24,Lovrić,Lovrić,7131,
HR,25,25,HR-25,Vidović,Vidović,6986,
HR,26,26,HR-26,Perković,Perković,6903,
HR,27,27,HR-27,Popović,Popović,6797,
HR,28,28,HR-28,Bošnjak,Bošnjak,6760,
HR,29,29,HR-29,Jukić,Jukić,6653,
HR,30,30,HR-30,Barišić,Barišić,6417,
CZ,1,1,CZ-1,Novák,Novák,69726,
CZ,1,1,CZ-1,Nováková,Nováková,69726,
CZ,2,2,CZ-2,Svoboda,Svoboda,51861,
CZ,2,2,CZ-2,Svobodová,Svobodová,51861,
CZ,3,3,CZ-3,Novotný,Novotný,49648,
CZ,3,3,CZ-3,Novotná,Novotná,49648,
CZ,4,4,CZ-4,Dvořák,Dvořák,45744,
CZ,4,4,CZ-4,Dvořáková,Dvořáková,45744,
CZ,5,5,CZ-5,Černý,Černý,36317,
CZ,5,5,CZ-5,Černá,Černá,36317,
CZ,6,6,CZ-6,Procházka,Procházka,32891,
CZ,6,6,CZ-6,Procházková,Procházková,32891,
CZ,7,7,CZ-7,Kučera,Kučera,30876,
CZ,7,7,CZ-7,Kučerová,Kučerová,30876,
CZ,8,8,CZ-8,Veselý,Veselý,26376,
CZ,8,8,CZ-8,Veselá,Veselá,26376,
CZ,9,9,CZ-9,Horák,Horák,24961,
CZ,9,9,CZ-9,Horáková,Horáková,24961,
CZ,10,10,CZ-10,Němec,Němec,22755,
CZ,10,10,CZ-10,Němcová,Němcová,22755,
DK,1,1,DK-1,Nielsen,Nielsen,236397,
DK,2,2,DK-2,Jensen,Jensen,233713,
DK,3,3,DK-3,Hansen,Hansen,197548,
DK,4,4,DK-4,Pedersen,Pedersen,150161,
DK,5,5,DK-5,Andersen,Andersen,149643,
DK,6,6,DK-6,Christensen,Christensen,111816,
DK,7,7,DK-7,Larsen,Larsen,107721,
DK,8,8,DK-8,Sørensen,Sørensen,102848,
DK,9,9,DK-9,Rasmussen,Rasmussen,88351,
DK,10,10,DK-10,Jørgensen,Jørgensen,82285,
DK,11,11,DK-11,Petersen,Petersen,72757,
DK,12,12,DK-12,Madsen,Madsen,60676,
DK,13,13,DK-13,Kristensen,Kristensen,57758,
DK,14,14,DK-14,Olsen,Olsen,44629,
DK,15,15,DK-15,Thomsen,Thomsen,38244,
DK,16,16,DK-16,Christiansen,Christiansen,35143,
DK,17,17,DK-17,Poulsen,Poulsen,30545,
DK,18,18,DK-18,Johansen,Johansen,29866,
DK,19,19,DK-19,Møller,Møller,29481,
DK,20,20,DK-20,Mortensen,Mortensen,28124,
FO,1,1,FO-1,Joensen,Joensen,2372,
FO,2,2,FO-2,Hansen,Hansen,2181,
FO,3,3,FO-3,Jacobsen,Jacobsen,2051,
FO,4,4,FO-4,Olsen,Olsen,1670,
FO,5,5,FO-5,Petersen,Petersen,1298,
