Country,Country Group,Region,Population,Note,Year,Romanization,Index,Name Group,Gender,Localized Name,Romanized Name
CA,2,Québec,,,2022,N,8,N-CA-2-F-8,F,Livia,Livia
CA,2,Québec,,,2022,N,9,N-CA-2-F-9,F,Rose,Rose
CA,2,Québec,,,2022,N,10,N-CA-2-F-10,F,Juliette,Juliette
CA,2,Québec,,,2022,N,1,N-CA-2-M-1,M,Noah,Noah
CA,2,Québec,,,2022,N,2,N-CA-2-M-2,M,William,William
CA,2,Québec,,,2022,N,3,N-CA-2-M-3,M,Liam,Liam
CA,2,Québec,,,2022,N,4,N-CA-2-M-4,M,Thomas,Thomas
CA,2,Québec,,,2022,N,5,N-CA-2-M-5,M,Leo,Leo
CA,2,Québec,,,2022,N,6,N-CA-2-M-6,M,Édouard,Édouard
CA,2,Québec,,,2022,N,7,N-CA-2-M-7,M,Jacob,Jacob
CA,2,Québec,,,2022,N,8,N-CA-2-M-8,M,Arthur,Arthur
CA,2,Québec,,,2022,N,9,N-CA-2-M-9,M,Louis,Louis
CA,2,Québec,,,2022,N,10,N-CA-2-M-10,M,Nathan,Nathan
CH,1,,Babies born,,2021,N,1,N-CH-1-F-1,F,Mia,Mia
CH,1,,Babies born,,2021,N,2,N-CH-1-F-2,F,Emma,Emma
CH,1,,Babies born,,2021,N,3,N-CH-1-F-3,F,Elena,Elena
CH,1,,Babies born,,2021,N,4,N-CH-1-F-4,F,Lina,Lina
CH,1,,Babies born,,2021,N,5,N-CH-1-F-5,F,Mila,Mila
CH,1,,Babies born,,2021,N,6,N-CH-1-F-6,F,Emilia,Emilia
CH,1,,Babies born,,2021,N,7,N-CH-1-F-7,F,Sofia,Sofia
CH,1,,Babies born,,2021,N,8,N-CH-1-F-8,F,Olivia,Olivia
CH,1,,Babies born,,2021,N,9,N-CH-1-F-9,F,Nora,Nora
CH,1,,Babies born,,2021,N,10,N-CH-1-F-10,F,Alina,Alina
CH,1,,Babies born,,2021,N,1,N-CH-1-M-1,M,Noah,Noah
CH,1,,Babies born,,2021,N,2,N-CH-1-M-2,M,Liam,Liam
CH,1,,Babies born,,2021,N,3,N-CH-1-M-3,M,Matteo,Matteo
CH,1,,Babies born,,2021,N,4,N-CH-1-M-4,M,Luca,Luca
CH,1,,Babies born,,2021,N,5,N-CH-1-M-5,M,Gabriel,Gabriel
CH,1,,Babies born,,2021,N,6,N-CH-1-M-6,M,Leon,Leon
CH,1,,Babies born,,2021,N,7,N-CH-1-M-7,M,Elias,Elias
CH,1,,Babies born,,2021,N,8,N-CH-1-M-8,M,Louis,Louis
CH,1,,Babies born,,2021,N,9,N-CH-1-M-9,M,Lio,Lio
CH,1,,Babies born,,2021,N,10,N-CH-1-M-10,M,Nino,Nino
CL,1,,,,2022,N,1,N-CL-1-F-1,F,Emma,Emma
CL,1,,,,2022,N,2,N-CL-1-F-2,F,Isabella,Isabella
CL,1,,,,2022,N,3,N-CL-1-F-3,F,Sofía,Sofía
CL,1,,,,2022,N,4,N-CL-1-F-4,F,Emilia,Emilia
CL,1,,,,2022,N,5,N-CL-1-F-5,F,Julieta,Julieta
CL,1,,,,2022,N,6,N-CL-1-F-6,F,Trinidad,Trinidad
CL,1,,,,2022,N,7,N-CL-1-F-7,F,Isidora,Isidora
CL,1,,,,2022,N,8,N-CL-1-F-8,F,Agustina,Agustina
CL,1,,,,2022,N,9,N-CL-1-F-9,F,Josefa,Josefa
CL,1,,,,2022,N,10,N-CL-1-F-10,F,Mia,Mia
CL,1,,,,2022,N,1,N-CL-1-M-1,M,Mateo,Mateo
CL,1,,,,2022,N,2,N-CL-1-M-2,M,Gaspar,Gaspar
CL,1,,,,2022,N,3,N-CL-1-M-3,M,Santiago,Santiago
CL,1,,,,2022,N,4,N-CL-1-M-4,M,Lucas,Lucas
CL,1,,,,2022,N,5,N-CL-1-M-5,M,Benjamín,Benjamín
CL,1,,,,2022,N,6,N-CL-1-M-6,M,Liam,Liam
CL,1,,,,2022,N,7,N-CL-1-M-7,M,Agustín,Agustín
CL,1,,,,2022,N,8,N-CL-1-M-8,M,Vicente,Vicente
CL,1,,,,2022,N,9,N-CL-1-M-9,M,Maximiliano,Maximiliano
CL,1,,,,2022,N,10,N-CL-1-M-10,M,Tomás,Tomás
CO,1,,,BabyCenter,2022,N,1,N-CO-1-F-1,F,Antonella,Antonella
CO,1,,,BabyCenter,2022,N,2,N-CO-1-F-2,F,Isabella,Isabella
CO,1,,,BabyCenter,2022,N,3,N-CO-1-F-3,F,Luciana,Luciana
CO,1,,,BabyCenter,2022,N,4,N-CO-1-F-4,F,Celeste,Celeste
CO,1,,,BabyCenter,2022,N,5,N-CO-1-F-5,F,Victoria,Victoria
CO,1,,,BabyCenter,2022,N,6,N-CO-1-F-6,F,Gabriela,Gabriela
CO,1,,,BabyCenter,2022,N,7,N-CO-1-F-7,F,Mariana,Mariana
CO,1,,,BabyCenter,2022,N,8,N-CO-1-F-8,F,Julieta,Julieta
CO,1,,,BabyCenter,2022,N,9,N-CO-1-F-9,F,Salomé,Salomé
CO,1,,,BabyCenter,2022,N,10,N-CO-1-F-10,F,Guadalupe,Guadalupe
CO,1,,,BabyCenter,2022,N,1,N-CO-1-M-1,M,Matías,Matías
CO,1,,,BabyCenter,2022,N,2,N-CO-1-M-2,M,Jerónimo,Jerónimo
CO,1,,,BabyCenter,2022,N,3,N-CO-1-M-3,M,Gerónimo,Gerónimo
CO,1,,,BabyCenter,2022,N,4,N-CO-1-M-4,M,Emiliano,Emiliano
CO,1,,,BabyCenter,2022,N,5,N-CO-1-M-5,M,Martín,Martín
CO,1,,,BabyCenter,2022,N,6,N-CO-1-M-6,M,Samuel,Samuel
CO,1,,,BabyCenter,2022,N,7,N-CO-1-M-7,M,Thiago,Thiago
CO,1,,,BabyCenter,2022,N,8,N-CO-1-M-8,M,Emmanuel,Emmanuel
CO,1,,,BabyCenter,2022,N,9,N-CO-1-M-9,M,Maximiliano,Maximiliano
CO,1,,,BabyCenter,2022,N,10,N-CO-1-M-10,M,Isaac,Isaac
CO,1,,,BabyCenter,2022,N,11,N-CO-1-M-11,M,Santiago,Santiago
CZ,1,,,,2019,N,1,N-CZ-1-F-1,F,Eliška,Eliška
CZ,1,,,,2019,N,2,N-CZ-1-F-2,F,Anna,Anna
CZ,1,,,,2019,N,3,N-CZ-1-F-3,F,Adéla,Adéla
CZ,1,,,,2019,N,4,N-CZ-1-F-4,F,Tereza,Tereza
CZ,1,,,,2019,N,5,N-CZ-1-F-5,F,Sofie,Sofie
CZ,1,,,,2019,N,6,N-CZ-1-F-6,F,Viktorie,Viktorie
CZ,1,,,,2019,N,7,N-CZ-1-F-7,F,Ema,Ema
CZ,1,,,,2019,N,8,N-CZ-1-F-8,F,Karolína,Karolína
CZ,1,,,,2019,N,9,N-CZ-1-F-9,F,Natálie,Natálie
CZ,1,,,,2019,N,10,N-CZ-1-F-10,F,Amálie,Amálie
CZ,1,,,,2019,N,11,N-CZ-1-F-11,F,Julie,Julie
CZ,1,,,,2019,N,1,N-CZ-1-M-1,M,Jakub,Jakub
CZ,1,,,,2019,N,2,N-CZ-1-M-2,M,Jan,Jan
CZ,1,,,,2019,N,3,N-CZ-1-M-3,M,Tomáš,Tomáš
CZ,1,,,,2019,N,4,N-CZ-1-M-4,M,Matyáš,Matyáš
CZ,1,,,,2019,N,5,N-CZ-1-M-5,M,Adam,Adam
CZ,1,,,,2019,N,6,N-CZ-1-M-6,M,Filip,Filip
CZ,1,,,,2019,N,7,N-CZ-1-M-7,M,Vojtěch,Vojtěch
CZ,1,,,,2019,N,8,N-CZ-1-M-8,M,Lukáš,Lukáš
CZ,1,,,,2019,N,9,N-CZ-1-M-9,M,Martin,Martin
CZ,1,,,,2019,N,10,N-CZ-1-M-10,M,Matěj,Matěj
DE,1,,,,2022,N,1,N-DE-1-F-1,F,Emilia,Emilia
DE,1,,,,2022,N,2,N-DE-1-F-2,F,Mia,Mia
DE,1,,,,2022,N,3,N-DE-1-F-3,F,Sophia,Sophia
DE,1,,,,2022,N,4,N-DE-1-F-4,F,Emma,Emma
DE,1,,,,2022,N,5,N-DE-1-F-5,F,Hannah,Hannah
DE,1,,,,2022,N,6,N-DE-1-F-6,F,Lina,Lina
DE,1,,,,2022,N,7,N-DE-1-F-7,F,Mila,Mila
DE,1,,,,2022,N,8,N-DE-1-F-8,F,Ella,Ella
DE,1,,,,2022,N,9,N-DE-1-F-9,F,Leni,Leni
DE,1,,,,2022,N,10,N-DE-1-F-10,F,Clara,Clara
DE,1,,,,2022,N,1,N-DE-1-M-1,M,Noah,Noah
DE,1,,,,2022,N,2,N-DE-1-M-2,M,Matteo,Matteo
DE,1,,,,2022,N,3,N-DE-1-M-3,M,Elias,Elias
DE,1,,,,2022,N,4,N-DE-1-M-4,M,Finn,Finn
DE,1,,,,2022,N,5,N-DE-1-M-5,M,Leon,Leon
DE,1,,,,2022,N,6,N-DE-1-M-6,M,Theo,Theo
DE,1,,,,2022,N,7,N-DE-1-M-7,M,Paul,Paul
DE,1,,,,2022,N,8,N-DE-1-M-8,M,Emil,Emil
DE,1,,,,2022,N,9,N-DE-1-M-9,M,Henry,Henry
DE,1,,,,2022,N,10,N-DE-1-M-10,M,Ben,Ben
DK,1,,,,2022,N,1,N-DK-1-F-1,F,Ella,Ella
DK,1,,,,2022,N,2,N-DK-1-F-2,F,Alma,Alma
DK,1,,,,2022,N,3,N-DK-1-F-3,F,Nora,Nora
DK,1,,,,2022,N,4,N-DK-1-F-4,F,Ida,Ida
DK,1,,,,2022,N,5,N-DK-1-F-5,F,Freja,Freja
DK,1,,,,2022,N,6,N-DK-1-F-6,F,Sofia,Sofia
DK,1,,,,2022,N,7,N-DK-1-F-7,F,Luna,Luna
DK,1,,,,2022,N,8,N-DK-1-F-8,F,Olivia,Olivia
DK,1,,,,2022,N,9,N-DK-1-F-9,F,Agnes,Agnes
DK,1,,,,2022,N,10,N-DK-1-F-10,F,Asta,Asta
DK,1,,,,2022,N,11,N-DK-1-F-11,F,Clara,Clara
DK,1,,,,2022,N,12,N-DK-1-F-12,F,Emma,Emma
DK,1,,,,2022,N,13,N-DK-1-F-13,F,Frida,Frida
DK,1,,,,2022,N,14,N-DK-1-F-14,F,Alberte,Alberte
DK,1,,,,2022,N,1,N-DK-1-M-1,M,William,William
DK,1,,,,2022,N,2,N-DK-1-M-2,M,Oscar,Oscar
DK,1,,,,2022,N,3,N-DK-1-M-3,M,Carl,Carl
DK,1,,,,2022,N,4,N-DK-1-M-4,M,Malthe,Malthe
DK,1,,,,2022,N,5,N-DK-1-M-5,M,Emil,Emil
DK,1,,,,2022,N,6,N-DK-1-M-6,M,Valdemar,Valdemar
DK,1,,,,2022,N,7,N-DK-1-M-7,M,Noah,Noah
DK,1,,,,2022,N,8,N-DK-1-M-8,M,Aksel,Aksel
DK,1,,,,2022,N,9,N-DK-1-M-9,M,August,August
DK,1,,,,2022,N,10,N-DK-1-M-10,M,Theo,Theo
DZ,1,,,,2010,N,1,N-DZ-1-M-1,M,Omar,Omar
DZ,1,,,,2010,N,2,N-DZ-1-M-2,M,Abdelkader,Abdelkader
DZ,1,,,,2010,N,3,N-DZ-1-M-3,M,Ahmed,Ahmed
DZ,1,,,,2010,N,4,N-DZ-1-M-4,M,Mohammed,Mohammed
DZ,1,,,,2010,N,5,N-DZ-1-M-5,M,Ali,Ali
DZ,1,,,,2010,N,6,N-DZ-1-M-6,M,Rachid,Rachid
DZ,1,,,,2010,N,7,N-DZ-1-M-7,M,Said,Said
DZ,1,,,,2010,N,8,N-DZ-1-M-8,M,Brahim,Brahim
DZ,1,,,,2010,N,9,N-DZ-1-M-9,M,Omar,Omar
DZ,1,,,,2010,N,10,N-DZ-1-M-10,M,Djamel,Djamel
DZ,1,,,,2020,N,1,N-DZ-1-F-1,F,Imene,Imene
DZ,1,,,,2020,N,2,N-DZ-1-F-2,F,Sara,Sara
DZ,1,,,,2020,N,3,N-DZ-1-F-3,F,Yasmine,Yasmine
DZ,1,,,,2020,N,4,N-DZ-1-F-4,F,Lyna,Lyna
DZ,1,,,,2020,N,5,N-DZ-1-F-5,F,Maria,Maria
DZ,1,,,,2020,N,6,N-DZ-1-F-6,F,Amina,Amina
DZ,1,,,,2020,N,7,N-DZ-1-F-7,F,Meriem,Meriem
DZ,1,,,,2020,N,8,N-DZ-1-F-8,F,Karima,Karima
DZ,1,,,,2020,N,9,N-DZ-1-F-9,F,Melissa,Melissa
DZ,1,,,,2020,N,10,N-DZ-1-F-10,F,Lydia,Lydia
EC,1,,,,2020,N,1,N-EC-1-F-1,F,Mía,Mía
EC,1,,,,2020,N,2,N-EC-1-F-2,F,Danna,Danna
EC,1,,,,2020,N,3,N-EC-1-F-3,F,María,María
EC,1,,,,2020,N,4,N-EC-1-F-4,F,Sofía,Sofía
EC,1,,,,2020,N,5,N-EC-1-F-5,F,Emma,Emma
EC,1,,,,2020,N,6,N-EC-1-F-6,F,Emily,Emily
EC,1,,,,2020,N,7,N-EC-1-F-7,F,Victoria,Victoria
EC,1,,,,2020,N,8,N-EC-1-F-8,F,Lía,Lía
EC,1,,,,2020,N,9,N-EC-1-F-9,F,Aitana,Aitana
EC,1,,,,2020,N,10,N-EC-1-F-10,F,Isabella,Isabella
EC,1,,,,2020,N,1,N-EC-1-M-1,M,Liam,Liam
EC,1,,,,2020,N,2,N-EC-1-M-2,M,Thiago,Thiago
EC,1,,,,2020,N,3,N-EC-1-M-3,M,Dylan,Dylan
EC,1,,,,2020,N,4,N-EC-1-M-4,M,José,José
EC,1,,,,2020,N,5,N-EC-1-M-5,M,Ian,Ian
EC,1,,,,2020,N,6,N-EC-1-M-6,M,Carlos,Carlos
EC,1,,,,2020,N,7,N-EC-1-M-7,M,Juan,Juan
EC,1,,,,2020,N,8,N-EC-1-M-8,M,Luis,Luis
EC,1,,,,2020,N,9,N-EC-1-M-9,M,Gael,Gael
EC,1,,,,2020,N,10,N-EC-1-M-10,M,Ángel,Ángel
EE,1,,,,2022,N,1,N-EE-1-F-1,F,Sofia,Sofia
EE,1,,,,2022,N,2,N-EE-1-F-2,F,Mia,Mia
EE,1,,,,2022,N,3,N-EE-1-F-3,F,Eva,Eva
EE,1,,,,2022,N,4,N-EE-1-F-4,F,Lenna,Lenna
EE,1,,,,2022,N,5,N-EE-1-F-5,F,Marta,Marta
EE,1,,,,2022,N,6,N-EE-1-F-6,F,Amelia,Amelia
EE,1,,,,2022,N,7,N-EE-1-F-7,F,Elli,Elli
EE,1,,,,2022,N,8,N-EE-1-F-8,F,Maria,Maria
EE,1,,,,2022,N,9,N-EE-1-F-9,F,Sandra,Sandra
EE,1,,,,2022,N,10,N-EE-1-F-10,F,Alisa,Alisa
EE,1,,,,2022,N,1,N-EE-1-M-1,M,Oskar,Oskar
EE,1,,,,2022,N,2,N-EE-1-M-2,M,Sebastian,Sebastian
EE,1,,,,2022,N,3,N-EE-1-M-3,M,Mark,Mark
EE,1,,,,2022,N,4,N-EE-1-M-4,M,Hugo,Hugo
EE,1,,,,2022,N,5,N-EE-1-M-5,M,Robin,Robin
EE,1,,,,2022,N,6,N-EE-1-M-6,M,Martin,Martin
EE,1,,,,2022,N,7,N-EE-1-M-7,M,David,David
EE,1,,,,2022,N,8,N-EE-1-M-8,M,Lukas,Lukas
EE,1,,,,2022,N,9,N-EE-1-M-9,M,Aron,Aron
EE,1,,,,2022,N,10,N-EE-1-M-10,M,Rasmus,Rasmus
EG,1,,Coptic Christians,Unofficial,2004,N,1,N-EG-1-F-1,F,Mary,Mary
EG,1,,Coptic Christians,Unofficial,2004,N,2,N-EG-1-F-2,F,Marie,Marie
EG,1,,Coptic Christians,Unofficial,2004,N,3,N-EG-1-F-3,F,Mariam,Mariam
EG,1,,Coptic Christians,Unofficial,2004,N,4,N-EG-1-F-4,F,Marina,Marina
EG,1,,Coptic Christians,Unofficial,2004,N,5,N-EG-1-F-5,F,Irene,Irene
EG,1,,Coptic Christians,Unofficial,2004,N,6,N-EG-1-F-6,F,Malak,Malak
EG,1,,Coptic Christians,Unofficial,2004,N,7,N-EG-1-F-7,F,Habiba,Habiba
EG,1,,Coptic Christians,Unofficial,2004,N,8,N-EG-1-F-8,F,Hana,Hana
EG,1,,Coptic Christians,Unofficial,2004,N,9,N-EG-1-F-9,F,Farah,Farah
EG,1,,Coptic Christians,Unofficial,2004,N,10,N-EG-1-F-10,F,Marwa,Marwa
EG,1,,Coptic Christians,Unofficial,2004,N,11,N-EG-1-F-11,F,Nada,Nada
EG,1,,Coptic Christians,Unofficial,2004,N,12,N-EG-1-F-12,F,Salma,Salma
EG,1,,Coptic Christians,Unofficial,2004,N,1,N-EG-1-M-1,M,Peter,Peter
EG,1,,Coptic Christians,Unofficial,2004,N,2,N-EG-1-M-2,M,Pierre,Pierre
EG,1,,Coptic Christians,Unofficial,2004,N,3,N-EG-1-M-3,M,George,George
EG,1,,Coptic Christians,Unofficial,2004,N,4,N-EG-1-M-4,M,John,John
EG,1,,Coptic Christians,Unofficial,2004,N,5,N-EG-1-M-5,M,Mina,Mina
EG,1,,Coptic Christians,Unofficial,2004,N,6,N-EG-1-M-6,M,Beshoi,Beshoi
EG,1,,Coptic Christians,Unofficial,2004,N,7,N-EG-1-M-7,M,Kirollos,Kirollos
EG,1,,Coptic Christians,Unofficial,2004,N,8,N-EG-1-M-8,M,Mark,Mark
EG,1,,Coptic Christians,Unofficial,2004,N,9,N-EG-1-M-9,M,Fadi,Fadi
EG,1,,Coptic Christians,Unofficial,2004,N,10,N-EG-1-M-10,M,Habib,Habib
EG,2,,,Unofficial,2004,N,1,N-EG-2-F-1,F,Shaimaa,Shaimaa
EG,2,,,Unofficial,2004,N,2,N-EG-2-F-2,F,Fatma,Fatma
EG,2,,,Unofficial,2004,N,3,N-EG-2-F-3,F,Maha,Maha
EG,2,,,Unofficial,2004,N,4,N-EG-2-F-4,F,Reem,Reem
EG,2,,,Unofficial,2004,N,5,N-EG-2-F-5,F,Farida,Farida
EG,2,,,Unofficial,2004,N,6,N-EG-2-F-6,F,Aya,Aya
EG,2,,,Unofficial,2004,N,7,N-EG-2-F-7,F,Shahd,Shahd
EG,2,,,Unofficial,2004,N,8,N-EG-2-F-8,F,Ashraqat,Ashraqat
EG,2,,,Unofficial,2004,N,9,N-EG-2-F-9,F,Sahar,Sahar
EG,2,,,Unofficial,2004,N,10,N-EG-2-F-10,F,Fatin,Fatin
EG,2,,,Unofficial,2004,N,11,N-EG-2-F-11,F,Dalal,Dalal
EG,2,,,Unofficial,2004,N,12,N-EG-2-F-12,F,Doha,Doha
EG,2,,,Unofficial,2004,N,13,N-EG-2-F-13,F,Fajr,Fajr
EG,2,,,Unofficial,2004,N,14,N-EG-2-F-14,F,Suha,Suha
EG,2,,,Unofficial,2004,N,15,N-EG-2-F-15,F,Rowan,Rowan
EG,2,,,Unofficial,2004,N,16,N-EG-2-F-16,F,Hosniya,Hosniya
EG,2,,,Unofficial,2004,N,17,N-EG-2-F-17,F,Hasnaa,Hasnaa
EG,2,,,Unofficial,2004,N,18,N-EG-2-F-18,F,Hosna,Hosna
EG,2,,,Unofficial,2004,N,19,N-EG-2-F-19,F,Gamila,Gamila
EG,2,,,Unofficial,2004,N,20,N-EG-2-F-20,F,Gamalat,Gamalat
EG,2,,,Unofficial,2004,N,21,N-EG-2-F-21,F,Habiba,Habiba
EG,2,,,Unofficial,2004,N,1,N-EG-2-M-1,M,Mohamed,Mohamed
EG,2,,,Unofficial,2004,N,2,N-EG-2-M-2,M,Youssef,Youssef
EG,2,,,Unofficial,2004,N,3,N-EG-2-M-3,M,Ahmed,Ahmed
EG,2,,,Unofficial,2004,N,4,N-EG-2-M-4,M,Mahmoud,Mahmoud
EG,2,,,Unofficial,2004,N,5,N-EG-2-M-5,M,Mustafa,Mustafa
EG,2,,,Unofficial,2004,N,6,N-EG-2-M-6,M,Yassin,Yassin
EG,2,,,Unofficial,2004,N,7,N-EG-2-M-7,M,Taha,Taha
EG,2,,,Unofficial,2004,N,8,N-EG-2-M-8,M,Khaled,Khaled
EG,2,,,Unofficial,2004,N,9,N-EG-2-M-9,M,Hamza,Hamza
EG,2,,,Unofficial,2004,N,10,N-EG-2-M-10,M,Bilal,Bilal
EG,2,,,Unofficial,2004,N,11,N-EG-2-M-11,M,Ibrahim,Ibrahim
EG,2,,,Unofficial,2004,N,12,N-EG-2-M-12,M,Hassan,Hassan
EG,2,,,Unofficial,2004,N,13,N-EG-2-M-13,M,Hussein,Hussein
EG,2,,,Unofficial,2004,N,14,N-EG-2-M-14,M,Karim,Karim
EG,2,,,Unofficial,2004,N,15,N-EG-2-M-15,M,Tareq,Tareq
EG,2,,,Unofficial,2004,N,16,N-EG-2-M-16,M,Abdel-Rahman,Abdel-Rahman
EG,2,,,Unofficial,2004,N,17,N-EG-2-M-17,M,Ali,Ali
EG,2,,,Unofficial,2004,N,18,N-EG-2-M-18,M,Omar,Omar
EG,2,,,Unofficial,2004,N,19,N-EG-2-M-19,M,Halim,Halim
EG,2,,,Unofficial,2004,N,20,N-EG-2-M-20,M,Murad,Murad
EG,2,,,Unofficial,2004,N,21,N-EG-2-M-21,M,Selim,Selim
EG,2,,,Unofficial,2004,N,22,N-EG-2-M-22,M,Abdallah,Abdallah
ES,1,Basque Country,,,2021,N,1,N-ES-1-F-1,F,Ane,Ane
ES,1,Basque Country,,,2021,N,2,N-ES-1-F-2,F,Laia,Laia
ES,1,Basque Country,,,2021,N,3,N-ES-1-F-3,F,June,June
ES,1,Basque Country,,,2021,N,4,N-ES-1-F-4,F,Nahia,Nahia
ES,1,Basque Country,,,2021,N,5,N-ES-1-F-5,F,Maddi,Maddi
ES,1,Basque Country,,,2021,N,6,N-ES-1-F-6,F,Malen,Malen
ES,1,Basque Country,,,2021,N,7,N-ES-1-F-7,F,Nora,Nora
ES,1,Basque Country,,,2021,N,8,N-ES-1-F-8,F,Irati,Irati
ES,1,Basque Country,,,2021,N,9,N-ES-1-F-9,F,Izaro,Izaro
ES,1,Basque Country,,,2021,N,10,N-ES-1-F-10,F,Sara,Sara
ES,1,Basque Country,,,2021,N,1,N-ES-1-M-1,M,Markel,Markel
ES,1,Basque Country,,,2021,N,2,N-ES-1-M-2,M,Martín,Martín
ES,1,Basque Country,,,2021,N,3,N-ES-1-M-3,M,Julen,Julen
ES,1,Basque Country,,,2021,N,4,N-ES-1-M-4,M,Oihan,Oihan
ES,1,Basque Country,,,2021,N,5,N-ES-1-M-5,M,Jon,Jon
ES,1,Basque Country,,,2021,N,6,N-ES-1-M-6,M,Aiur,Aiur
ES,1,Basque Country,,,2021,N,7,N-ES-1-M-7,M,Aimar,Aimar
ES,1,Basque Country,,,2021,N,8,N-ES-1-M-8,M,Ibai,Ibai
ES,1,Basque Country,,,2021,N,9,N-ES-1-M-9,M,Luka,Luka
ES,1,Basque Country,,,2021,N,10,N-ES-1-M-10,M,Danel,Danel
ES,2,Catalonia,,,2021,N,1,N-ES-2-F-1,F,Júlia,Júlia
ES,2,Catalonia,,,2021,N,2,N-ES-2-F-2,F,Martina,Martina
ES,2,Catalonia,,,2021,N,3,N-ES-2-F-3,F,Mia,Mia
ES,2,Catalonia,,,2021,N,4,N-ES-2-F-4,F,Emma,Emma
ES,2,Catalonia,,,2021,N,5,N-ES-2-F-5,F,Lucía,Lucía
ES,2,Catalonia,,,2021,N,6,N-ES-2-F-6,F,Sofía,Sofía
ES,2,Catalonia,,,2021,N,7,N-ES-2-F-7,F,Ona,Ona
ES,2,Catalonia,,,2021,N,8,N-ES-2-F-8,F,María,María
ES,2,Catalonia,,,2021,N,9,N-ES-2-F-9,F,Laia,Laia
ES,2,Catalonia,,,2021,N,10,N-ES-2-F-10,F,Paula,Paula
ES,2,Catalonia,,,2021,N,1,N-ES-2-M-1,M,Marc,Marc
ES,2,Catalonia,,,2021,N,2,N-ES-2-M-2,M,Nil,Nil
ES,2,Catalonia,,,2021,N,3,N-ES-2-M-3,M,Pol,Pol
ES,2,Catalonia,,,2021,N,4,N-ES-2-M-4,M,Jan,Jan
ES,2,Catalonia,,,2021,N,5,N-ES-2-M-5,M,Leo,Leo
ES,2,Catalonia,,,2021,N,6,N-ES-2-M-6,M,Pau,Pau
ES,2,Catalonia,,,2021,N,7,N-ES-2-M-7,M,Àlex,Àlex
ES,2,Catalonia,,,2021,N,8,N-ES-2-M-8,M,Marti,Marti
ES,2,Catalonia,,,2021,N,9,N-ES-2-M-9,M,Biel,Biel
ES,2,Catalonia,,,2021,N,10,N-ES-2-M-10,M,Hugo,Hugo
ES,3,Excluding Basque Country & Catalonia,,,2021,N,1,N-ES-3-F-1,F,Lucía,Lucía
ES,3,Excluding Basque Country & Catalonia,,,2021,N,2,N-ES-3-F-2,F,Martina,Martina
ES,3,Excluding Basque Country & Catalonia,,,2021,N,3,N-ES-3-F-3,F,Sofía,Sofía
ES,3,Excluding Basque Country & Catalonia,,,2021,N,4,N-ES-3-F-4,F,María,María
ES,3,Excluding Basque Country & Catalonia,,,2021,N,5,N-ES-3-F-5,F,Valeria,Valeria
ES,3,Excluding Basque Country & Catalonia,,,2021,N,6,N-ES-3-F-6,F,Julia,Julia
ES,3,Excluding Basque Country & Catalonia,,,2021,N,7,N-ES-3-F-7,F,Paula,Paula
ES,3,Excluding Basque Country & Catalonia,,,2021,N,8,N-ES-3-F-8,F,Emma,Emma
ES,3,Excluding Basque Country & Catalonia,,,2021,N,9,N-ES-3-F-9,F,Daniela,Daniela
ES,3,Excluding Basque Country & Catalonia,,,2021,N,10,N-ES-3-F-10,F,Carla,Carla
ES,3,Excluding Basque Country & Catalonia,,,2021,N,1,N-ES-3-M-1,M,Martín,Martín
ES,3,Excluding Basque Country & Catalonia,,,2021,N,2,N-ES-3-M-2,M,Hugo,Hugo
ES,3,Excluding Basque Country & Catalonia,,,2021,N,3,N-ES-3-M-3,M,Mateo,Mateo
ES,3,Excluding Basque Country & Catalonia,,,2021,N,4,N-ES-3-M-4,M,Leo,Leo
ES,3,Excluding Basque Country & Catalonia,,,2021,N,5,N-ES-3-M-5,M,Lucas,Lucas
ES,3,Excluding Basque Country & Catalonia,,,2021,N,6,N-ES-3-M-6,M,Manuel,Manuel
ES,3,Excluding Basque Country & Catalonia,,,2021,N,7,N-ES-3-M-7,M,Daniel,Daniel
ES,3,Excluding Basque Country & Catalonia,,,2021,N,8,N-ES-3-M-8,M,Alejandro,Alejandro
ES,3,Excluding Basque Country & Catalonia,,,2021,N,9,N-ES-3-M-9,M,Pablo,Pablo
ES,3,Excluding Basque Country & Catalonia,,,2021,N,10,N-ES-3-M-10,M,Álvaro,Álvaro
FI,1,,Babies born among Finnish speakers,,2022,N,1,N-FI-1-F-1,F,Olivia,Olivia
FI,1,,Babies born among Finnish speakers,,2022,N,2,N-FI-1-F-2,F,Aino,Aino
FI,1,,Babies born among Finnish speakers,,2022,N,3,N-FI-1-F-3,F,Aada,Aada
FI,1,,Babies born among Finnish speakers,,2022,N,4,N-FI-1-F-4,F,Lilja,Lilja
FI,1,,Babies born among Finnish speakers,,2022,N,5,N-FI-1-F-5,F,Eevi,Eevi
FI,1,,Babies born among Finnish speakers,,2022,N,6,N-FI-1-F-6,F,Isla,Isla
FI,1,,Babies born among Finnish speakers,,2022,N,7,N-FI-1-F-7,F,Helmi,Helmi
FI,1,,Babies born among Finnish speakers,,2022,N,8,N-FI-1-F-8,F,Venla,Venla
FI,1,,Babies born among Finnish speakers,,2022,N,9,N-FI-1-F-9,F,Sofia,Sofia
FI,1,,Babies born among Finnish speakers,,2022,N,10,N-FI-1-F-10,F,Ellen,Ellen
FI,1,,Babies born among Finnish speakers,,2022,N,1,N-FI-1-M-1,M,Leo,Leo
